mine_x;mine_y
5.8331;3.30353
3.17133;4.89164
0.809633;2.61682
3.86997;0.338238
0.54474;4.08165
2.02968;0.744774
5.67956;3.78284
5.70244;2.0247
3.63892;0.299276
3.45151;4.66936
0.993766;0.034252
0.456633;3.48909
1.45318;4.01419
3.02945;3.35298
3.72759;4.7199
1.60148;3.81881
3.028;2.49396
5.42736;0.711303
5.42657;2.89928
3.66177;3.18699
5.11496;1.87503
0.728349;4.32736
1.56966;0.237583
2.99954;3.94674
0.324573;4.58248
3.21472;1.50896
3.96154;1.89633
0.305999;4.86638
1.53666;4.38397
3.82075;2.18294
