mine_x;mine_y
5.57958;2.55064
4.91666;1.21226
2.87362;2.0592
0.512283;1.80905
2.00486;3.78858
5.58715;4.67528
2.66202;2.09319
0.196222;1.31605
4.56276;3.41919
5.01112;2.90353
4.33701;1.32913
2.07566;0.639587
0.199655;4.86805
3.78134;4.02684
1.19929;1.32183
2.58223;1.19549
5.45884;2.4794
1.21991;0.468391
5.66661;0.334471
4.12677;2.96939
4.10677;1.13744
0.927782;3.68977
0.453846;2.77579
2.29285;2.79063
1.71165;3.32704
1.48713;3.34859
5.95537;3.88514
2.71623;3.68134
2.87755;1.87298
1.33742;4.84873
