mine_x;mine_y
3.04819;3.51978
0.010044;5.75821
3.47077;1.06392
1.69992;2.92771
2.94276;0.319106
5.01726;0.130761
1.97617;3.51861
1.27673;1.4793
2.50191;2.34458
2.77975;5.54035
3.5524;0.283709
2.30018;3.25548
6.89651;3.09988
0.300127;2.80591
3.29823;1.66477
3.67766;0.062859
5.22728;1.66566
0.141304;4.77629
2.45657;2.39513
2.01736;2.83034
2.32814;5.66954
6.94577;4.70979
0.04671;3.4242
4.34661;4.96848
0.723814;0.7124
5.92009;4.63297
5.88455;5.55096
0.234714;4.67955
0.306878;1.6117
5.19327;3.77028
4.75718;2.90296
6.41481;0.235554
1.30226;0.851741
4.06098;1.1459
0.100209;2.698
0.427926;2.69655
5.9931;0.913677
1.9586;0.302724
5.19594;1.16947
5.654;5.77798
6.32555;0.07906
2.64162;3.58081
-1.05727;0.010647
-1.23562;1.49132
-0.737985;1.62871
-0.433437;0.889908
-0.677531;2.25491
