mine_x;mine_y
3.46109;0.683129
6.72669;3.72243
2.38114;2.37813
4.89194;3.43718
6.84844;3.3748
0.816048;5.39087
0.552799;5.11924
3.25053;4.92929
1.06438;1.50593
2.73259;0.504705
2.23795;5.70227
5.74614;5.30239
6.65081;0.609876
2.12529;1.40689
3.60147;1.10957
5.83828;1.59834
1.89665;4.32677
6.69918;4.18834
0.261654;1.0099
0.044347;4.51882
2.33239;3.09373
5.87869;2.15619
6.15835;0.162414
5.08663;0.977359
5.22277;1.96748
5.0762;0.783424
5.78601;4.13794
4.27204;1.59737
3.49419;3.31967
6.89597;2.47388
4.81052;3.92408
6.80374;0.209553
3.363;0.496487
2.78099;1.77445
1.05616;2.88422
2.12873;3.23824
3.45067;1.0071
0.667578;1.75867
0.883474;3.59834
0.350095;3.77813
0.744774;2.97073
2.70089;2.75576
-0.539938;0.969549
-0.567536;1.82401
-1.21144;0.545882
-0.331859;0.370146
-0.198086;0.59812
