mine_x;mine_y
0.448735;5.24451
0.628158;0.785478
4.95651;3.89601
4.23828;1.61272
6.59202;5.18541
2.17995;3.56008
1.56506;2.84851
1.89858;4.01365
3.15185;3.41271
2.80686;3.8105
1.59751;0.424622
0.421241;3.17201
0.679502;0.640995
4.26803;5.3551
5.41333;1.00432
0.830875;0.241794
3.40623;0.307198
6.40199;2.53642
3.20596;2.30579
2.1379;1.63598
2.12068;1.45925
1.11435;1.13845
6.56501;0.223137
6.1267;5.7652
1.97676;4.69501
4.39508;2.37635
2.88563;2.71698
4.43253;2.23183
2.68324;3.91561
6.60125;1.36892
3.39711;0.730904
1.02542;5.68089
3.06973;4.0893
1.65986;4.99603
0.545583;2.79977
4.34486;1.80626
4.46215;1.26311
4.0144;4.3244
3.46879;2.72767
1.84078;3.23664
5.89859;3.74228
1.63277;0.774481
-1.34877;2.1219
-1.66869;2.28835
-0.191184;0.565356
-0.159141;0.862835
-1.68281;1.23836
