mine_x;mine_y
4.15412;0.590372
6.80553;4.31371
3.71548;3.65962
3.72383;0.175835
4.56295;2.43926
1.7303;3.78439
4.39992;1.9343
5.3839;4.32644
6.45204;2.21688
5.96286;2.36208
6.95697;1.01751
3.71328;5.17091
5.20661;2.62606
1.7581;0.207496
0.936112;0.428418
2.60181;4.78958
4.42371;3.32048
2.12285;5.53162
0.414414;3.82687
2.23484;3.59209
2.57808;0.660494
1.225;1.41379
1.73333;3.86041
1.97156;5.58044
2.28511;0.828146
3.59169;5.40157
4.34544;2.11004
1.09272;3.70719
3.74686;1.48436
4.37901;1.98991
0.267185;1.9968
4.57227;0.278928
2.07321;2.46675
4.75605;2.97047
1.74482;3.77015
6.47303;5.45317
6.50119;2.83074
5.6585;2.03347
0.865307;5.12381
3.38384;0.249482
2.24795;1.43562
2.521;4.03535
-0.941598;1.03096
-0.632812;1.93364
-1.55421;2.09239
-0.074231;2.19304
-0.170328;0.014108
