mine_x;mine_y
4.56981;4.03474
0.140787;2.63287
3.85301;5.21708
0.059031;4.86842
2.63607;1.0149
4.08886;3.82873
6.7386;4.95595
5.9171;0.671854
0.962227;4.38694
5.30614;0.05362
0.764577;3.50589
4.64637;3.73767
5.20087;2.65862
5.87498;5.78917
4.96918;5.77583
1.93248;2.00269
3.88536;2.87686
0.433685;1.46918
1.00829;2.14981
3.52734;1.35611
3.54067;4.72074
6.91506;4.0842
0.87708;0.68747
5.01704;5.44539
3.79385;3.98649
6.6451;5.8056
1.84834;4.62968
1.61733;3.46516
6.12017;4.57023
3.9576;2.2471
3.61792;0.244976
4.54045;0.687247
6.34553;0.744218
4.24346;0.259868
5.81642;0.56047
4.68114;1.9488
2.83166;3.51232
1.3944;5.3907
5.86588;3.31385
6.76884;5.51319
2.68173;2.56203
5.58074;3.66402
-1.61349;2.20207
-1.9596;0.961411
-1.88289;1.62884
-0.031733;1.27926
-1.89508;0.424234
