mine_x;mine_y
0.839193;3.95812
6.68146;1.65988
4.11967;3.97902
3.25537;4.5067
1.68641;1.22159
6.4564;4.6003
5.51847;3.72424
6.88661;0.131921
0.175175;2.49816
3.06558;3.41507
3.10809;5.33146
6.26632;5.52121
0.39148;3.30817
0.381062;0.86752
6.52956;4.92404
1.61094;4.05905
0.802523;0.663872
2.23818;4.81318
2.29364;0.469523
1.29319;2.16529
5.37408;3.71478
5.54429;3.71835
4.57805;2.95418
6.06833;5.55516
6.42871;0.372703
0.422404;1.32839
3.03257;5.59483
5.24574;0.015435
5.34923;4.62595
4.59282;4.50079
1.65148;2.58611
0.338142;3.66754
1.46799;2.47674
6.64748;5.57908
2.75131;2.82392
5.17743;3.33303
1.98029;4.36989
3.03234;5.93547
6.95049;4.6498
4.33308;3.77593
2.80891;2.84921
5.15591;3.45623
-0.035425;1.99944
-1.20827;1.88051
-0.191186;1.18492
-1.94253;2.47933
-1.42807;1.73918
