mine_x;mine_y
0.325579;1.64051
6.28025;3.5625
4.57682;2.16593
4.96967;2.41851
6.61796;0.69557
4.36719;5.93555
4.7854;2.56868
6.58564;3.90483
5.0984;5.43917
4.0416;1.35049
0.755374;1.60302
0.134744;3.13454
2.63074;0.145522
6.09875;0.652646
1.21245;1.9304
3.63859;2.09345
1.46288;5.92474
0.912474;0.963037
6.90774;2.18218
4.9522;4.09841
1.81734;4.10661
5.34187;0.035567
5.86324;1.35896
0.776274;4.47956
2.10445;5.03241
5.35539;1.383
1.90632;0.716917
5.96012;4.41549
5.27587;2.93799
2.56012;0.520206
5.84882;0.738251
3.30869;5.31271
5.77265;1.65392
4.72741;4.33369
2.59487;3.91713
5.51961;1.08098
5.49217;4.0479
5.9315;1.02645
0.046079;0.47531
4.87486;3.87552
0.427721;3.36409
1.61853;1.87611
-1.23844;2.17762
-0.65947;0.253507
-1.03601;0.388779
-1.11402;0.544529
-0.580447;1.20187
