mine_x;mine_y
2.30934;2.11015
3.9706;2.39269
3.03002;3.66388
5.51164;3.89419
3.48215;1.38461
5.13367;4.05708
4.18665;2.9772
3.46041;0.083387
5.8949;3.43999
0.41769;3.27044
2.56617;3.87581
5.69835;3.61309
3.28303;0.432477
4.58412;4.95722
4.17525;4.63416
1.65707;4.97333
5.65595;1.99855
0.687833;0.816162
5.20753;2.65968
4.56169;1.37794
0.005158;0.555521
4.42343;2.56525
1.63067;2.45142
1.46069;0.282148
0.194913;0.727011
0.748733;1.43035
5.99874;3.03771
5.22142;1.30204
4.83876;0.959527
4.01448;4.14693
