mine_x;mine_y
5.74758;4.20918
4.37798;1.54442
4.41299;2.50632
3.96723;4.27949
1.29493;0.371486
1.76336;1.38325
1.10948;4.45442
3.57219;0.690418
4.11994;4.85395
2.65418;0.648335
3.08024;3.8015
1.84948;0.816077
5.73223;3.56582
5.42059;3.92185
0.703125;2.04691
4.92195;0.028241
0.232386;0.134767
4.86149;0.066646
3.61258;1.57589
2.07374;0.373033
3.34743;1.45219
3.28378;2.17537
3.70695;0.368662
4.1465;3.40181
4.79448;0.71374
2.57906;2.75345
5.85188;0.145367
1.39714;1.87986
2.41836;4.25916
0.522859;3.72114
