mine_x;mine_y
0.509575;2.09104
4.65709;3.52406
0.189451;0.802003
0.180474;2.88699
1.20119;0.25705
5.92082;1.17379
3.8419;3.77148
5.78511;4.49947
4.29684;2.1226
3.21427;2.65618
5.09413;3.96933
2.63544;2.16977
2.50934;4.9383
2.83766;1.08944
5.14681;3.79901
3.21545;0.225216
0.192437;2.53234
1.39549;1.21915
5.82229;3.02661
4.45024;2.91592
4.38932;2.36139
2.28742;2.97683
3.59402;3.29065
4.72503;0.825156
5.98218;2.24554
0.400769;1.34739
3.24319;3.60194
3.40925;4.50185
3.87252;0.371637
0.837047;2.47089
