mine_x;mine_y
2.46004;4.80218
1.90016;0.32177
5.20345;2.00534
2.47174;1.47904
3.37227;1.63452
3.07855;1.94648
2.27405;2.96803
0.588882;3.06772
1.43222;2.41779
5.01821;3.37317
3.19848;0.350843
3.28674;2.33938
0.078502;2.81489
2.05914;4.68738
1.26148;1.77432
2.80902;0.98756
0.488445;3.38131
5.28678;2.03954
5.11658;1.4437
0.351843;0.645953
2.91729;1.88169
3.25368;0.186755
4.73686;4.45285
2.35056;1.90606
4.34214;4.84254
2.11178;2.60914
1.89637;1.63514
3.16606;3.34286
0.858248;4.08397
2.0915;3.42624
