mine_x;mine_y
0.741149;2.00859
4.11902;4.37696
1.86116;3.97089
2.71344;1.74537
3.2623;3.17998
4.45771;3.20766
3.25251;4.78066
5.77373;3.35997
0.669815;0.0198
0.890852;2.87206
2.48976;3.66121
0.435284;2.51786
2.86474;0.904878
2.86302;3.51258
5.50026;0.899599
2.92074;3.96296
0.731468;3.98188
1.22246;4.51389
1.09369;3.91111
5.25256;4.02847
0.515426;1.00046
4.60046;3.32938
5.66948;0.114787
0.743874;2.58222
3.26015;3.75664
1.609;0.925332
0.112026;4.07531
3.09253;0.416261
4.76693;3.54769
2.07293;2.75634
