mine_x;mine_y
2.05744;2.95885
5.32838;3.05156
2.59672;3.88991
4.2812;2.79185
0.331431;2.09943
0.638901;2.67204
3.35521;4.42442
4.3969;4.5828
2.53669;1.28113
4.79281;3.53257
4.52299;4.12829
5.02828;0.944348
1.45027;3.8264
0.413739;3.45556
3.05212;4.54992
2.08995;0.286232
4.50884;4.12781
0.411929;0.893154
3.59379;4.00307
4.29074;0.814231
5.75873;0.102312
0.375137;1.36668
5.6608;4.66667
0.377851;0.13292
2.01458;2.41899
5.83536;0.065739
3.03652;3.27695
2.72554;0.032502
0.785232;4.64971
5.85461;1.28138
