mine_x;mine_y
0.845487;4.77895
0.257402;1.59686
0.489743;2.02637
0.199685;2.706
3.92471;0.748986
0.628438;4.05863
2.44709;1.97205
3.00152;4.65146
1.79663;1.32505
0.432735;1.0962
5.49836;3.51863
4.17635;3.88016
1.15415;0.19328
4.30681;2.85746
3.12573;2.4425
1.0715;1.17448
0.082929;0.749988
0.019163;3.01925
0.383823;0.660823
4.56024;0.998622
3.94132;2.44671
4.78852;3.11523
1.86893;2.1289
0.818873;4.28324
1.25589;3.41537
1.18013;2.36861
1.49276;1.60962
5.11157;0.902176
5.04868;3.52736
4.40997;1.97062
