mine_x;mine_y
5.90802;2.71928
5.50447;0.623131
5.84898;3.15572
5.14954;0.662678
5.5436;2.08818
0.226856;2.00123
3.9484;0.055189
3.75833;3.38114
5.62104;3.27916
4.97317;1.55846
5.15186;4.01623
3.14618;4.66624
2.55921;1.78845
5.51785;0.400516
3.49886;1.42801
4.11379;1.09247
5.36843;3.29752
5.18881;0.057695
5.35506;1.6021
3.84212;2.90174
1.67938;0.109701
3.05355;2.20175
2.67568;0.656256
5.11704;0.971988
2.70772;4.85339
5.20299;0.618766
4.71125;0.604214
5.15254;2.4843
2.49939;2.50323
4.65438;3.54872
