mine_x;mine_y
1.70242;4.84267
3.64195;1.30241
3.04386;5.3646
5.60668;3.56277
3.238;5.79324
1.55822;4.74415
1.97169;2.45677
2.04511;1.73642
4.76008;4.12634
4.22665;1.60788
5.39572;3.76863
5.17387;3.80882
1.48287;2.91334
6.91292;3.32102
4.8101;4.46387
1.55564;1.56896
6.76567;5.24954
0.182149;2.79124
6.15394;2.76271
3.95313;3.72515
5.62041;0.447782
0.389349;4.18408
6.41734;5.38452
1.82953;4.59234
6.44924;4.34726
1.45178;3.54251
6.66153;4.34307
5.3432;4.06206
0.822965;4.62
6.60886;5.41529
2.05795;3.20397
3.97707;3.81941
4.25287;2.59423
6.38931;2.35632
4.53478;2.91403
4.15325;4.54881
5.24698;5.11423
1.51609;4.11011
3.64318;5.8526
4.30931;2.52122
5.813;2.21113
4.35163;0.801063
