mine_x;mine_y
2.95677;1.15028
5.21222;5.93963
6.76584;3.73068
1.19333;0.596193
5.71697;1.82853
5.70066;4.89356
5.23897;3.15309
2.16374;1.95271
1.09396;0.790708
0.165248;2.53606
5.35392;1.87337
6.08677;2.57223
1.18745;5.2931
5.5111;4.62763
3.63132;3.86176
5.99035;5.20592
3.88357;5.43864
5.71589;0.433843
3.54003;2.50932
1.62758;2.54027
6.99317;3.90598
4.99674;5.33656
3.25419;4.64111
1.98524;0.711064
0.517084;2.80914
2.93988;5.62674
6.21077;3.74059
5.03146;2.24804
1.33951;1.51537
0.300693;1.10587
0.455423;3.11257
6.27784;0.462263
5.02514;5.45288
2.61502;5.78057
6.46562;3.4863
0.105515;2.23797
5.39255;4.58066
3.68201;0.686647
2.20158;2.42711
5.47363;2.07182
2.78586;0.85817
4.64883;3.28936
