mine_x;mine_y
2.00037;4.9292
0.407975;5.55146
5.09462;3.67198
0.354604;3.87944
6.42747;3.54977
5.49389;4.46592
5.14874;2.74534
0.147249;1.45794
1.51884;0.730441
1.03708;1.01233
1.21942;1.37493
5.966;0.244724
0.754059;2.13803
0.393523;2.36672
4.86063;0.706173
4.16896;2.3718
5.10434;2.95809
4.02808;3.9149
1.75143;1.81677
0.466778;2.55447
3.74248;0.419572
1.33266;0.772511
1.09157;5.50572
4.25541;2.98629
6.35712;0.318818
6.73631;3.76494
5.4705;1.86512
5.83447;0.597667
5.3746;3.36872
5.24679;2.65709
5.27825;0.343212
2.16948;1.9562
4.75998;5.00324
6.39806;0.219076
5.2724;3.09437
2.26754;0.849326
4.66235;5.65053
4.23897;4.82379
2.80715;0.28004
1.09286;2.66351
6.99112;0.511899
5.11348;0.870034
