mine_x;mine_y
5.75094;2.72865
1.0882;2.38976
2.61353;4.77938
4.06558;3.64091
3.83042;2.98251
5.42952;0.358703
0.650185;2.71716
0.532786;4.5786
6.18498;2.75224
2.0287;0.889929
6.11112;0.205831
5.02398;4.17228
3.16928;1.60291
3.82126;1.68019
3.77452;4.99264
0.983517;5.67889
3.6824;5.27436
6.48772;2.3271
0.631137;3.99352
1.61072;5.63711
6.94;1.02719
4.65699;1.43385
3.96756;5.45429
6.28582;0.026105
2.71382;5.05488
6.20289;5.69197
5.59137;4.83039
3.87761;4.99011
0.553228;4.45232
1.2722;3.92766
4.99955;2.85865
1.62795;1.56836
1.55132;0.86232
1.88831;2.84287
0.714686;2.41576
2.99132;4.74042
5.73616;5.87184
3.59819;0.709257
5.61016;1.56438
6.00202;3.87796
0.588031;0.484629
0.415537;3.86768
