mine_x;mine_y
6.43138;2.84512
0.820109;5.42868
4.44099;3.20764
1.04525;5.56107
3.86929;5.209
1.02718;0.766131
2.91829;1.73019
6.8905;3.49035
0.374709;5.519
6.60616;1.59958
4.04098;3.56668
5.33254;1.82947
0.425716;1.95851
3.40147;3.03193
4.97505;0.610393
4.98225;4.79078
6.99801;4.29426
5.98068;2.99536
6.38611;3.12066
1.78048;3.18743
6.50172;2.54704
0.416212;2.07257
6.50393;2.83443
3.65613;1.36755
3.21855;0.190479
2.02545;3.90764
0.765705;3.72651
1.94476;3.9299
6.78011;2.65346
2.31458;3.343
0.572957;4.92506
0.572739;0.986873
3.66409;3.34963
1.25521;2.12202
5.84738;1.85569
3.34529;0.820594
0.877003;0.819058
2.064;3.52296
5.48113;2.74582
5.95991;2.39853
2.68677;5.35167
5.89619;2.34506
