mine_x;mine_y
4.60358;4.20745
0.784299;3.1586
2.74404;4.95409
1.09792;5.98771
5.9008;5.66142
1.36294;1.25117
0.414513;1.46467
6.99464;2.96049
5.88624;0.69151
0.195181;4.32782
2.71742;3.70177
3.30159;3.27399
4.55431;4.45242
3.62439;0.86418
1.28049;0.877843
0.36842;2.28147
3.76199;3.80763
4.19145;0.908329
3.17204;1.46121
6.50862;0.561256
5.14415;5.85886
3.36017;5.38212
3.9958;4.93624
6.62753;2.06149
4.30044;4.55003
0.408152;0.06295
2.69056;2.30012
3.04059;1.56141
1.27609;0.964765
2.46308;0.697829
0.341446;2.89206
0.198515;0.557835
5.77339;0.178631
4.70117;5.65786
2.99891;1.5391
3.75848;0.976462
1.98082;0.734489
1.82455;5.61985
4.17736;2.81428
4.0777;3.9372
5.51335;3.06652
2.24831;1.26389
