mine_x;mine_y
0.948979;4.74519
4.45873;3.78323
0.801836;5.86509
6.60534;1.70005
6.46783;4.68391
2.37903;2.53122
2.63801;2.25633
5.26347;2.30485
3.10666;5.99341
6.44621;0.416862
6.74446;4.02369
6.1475;5.13643
0.446075;0.671202
3.59345;1.31173
5.79336;2.8487
3.47346;5.93761
6.74209;4.60789
4.28897;3.65031
1.69231;3.94767
6.048;4.38943
2.18327;5.83347
0.167414;5.68397
1.68805;3.86722
5.68602;1.91552
1.2208;3.51111
6.09737;5.96499
3.73659;4.74899
1.29407;2.82632
6.42523;5.3797
6.93171;2.84615
5.56491;0.411333
6.39013;5.24
4.65422;4.02724
2.64806;4.60425
3.34638;5.88844
3.28597;5.50824
4.77998;1.21501
6.0692;2.69655
3.44656;3.16279
2.52781;2.30333
4.90636;0.310312
1.7626;5.08698
-1.4349;2.27649
-1.89314;1.77857
-0.620723;0.89032
-0.066642;1.52134
-1.27033;0.53299
