mine_x;mine_y
1.79453;4.68608
6.24082;5.21053
6.21515;3.20598
6.78685;1.50778
0.258238;5.75204
0.10855;3.21414
4.23825;4.41267
1.98478;0.169715
2.23304;4.43812
6.39293;1.98196
6.33809;4.80064
1.04089;5.36983
2.75131;3.84228
2.39557;5.84245
0.055652;1.7565
4.42114;4.41069
1.43343;5.29402
5.73325;3.46749
2.22928;0.030514
4.92977;1.46798
1.55329;3.8451
0.935133;5.48961
6.00034;5.77808
5.79403;0.311906
2.07058;3.22161
6.70978;5.31665
2.04671;5.64033
0.892226;5.19983
4.15856;5.41044
0.701681;5.18852
0.57738;1.39572
0.933187;4.63293
2.78814;3.89083
0.821725;0.654261
3.48001;0.555208
5.10276;5.76368
5.58436;2.8242
2.80317;5.68721
4.49265;0.653986
6.86712;5.25885
6.59378;1.04409
6.15858;1.25804
-0.686354;1.64373
-1.0304;2.37197
-0.499113;1.43616
-1.70032;1.09643
-1.61489;0.339414
