mine_x;mine_y
6.52579;3.67154
5.88513;5.88172
6.52974;3.97444
3.10774;2.26781
6.78681;1.66121
5.05942;2.38494
4.39332;5.88936
5.57822;3.32421
2.81101;2.3244
2.93952;3.68639
0.987295;2.7864
1.29317;3.72661
6.29165;2.32341
0.864397;5.94885
3.96244;5.11099
0.75781;2.80427
6.74646;5.60746
0.4939;3.88702
1.23299;5.54966
1.76988;1.55009
6.19481;3.91781
6.80005;0.118544
5.86937;5.68474
2.83043;0.874782
0.918505;4.43342
2.2567;5.13587
5.98553;2.97807
3.7104;1.93818
3.15374;1.94458
1.80726;4.83839
1.41793;2.65467
2.67765;3.95926
4.56084;2.90182
4.16925;0.860404
2.43433;2.24324
2.80838;4.98769
3.34275;4.37505
6.37687;2.05395
6.41129;0.900069
2.57201;3.91686
3.9334;0.126088
3.56372;3.2776
-1.47949;2.36225
-1.23663;0.523385
-1.02531;1.45872
-1.56002;2.20668
-1.41531;2.04075
