mine_x;mine_y
0.147486;4.43777
3.84552;1.43388
6.69009;3.48643
4.78815;0.011955
5.5481;5.69429
1.09058;1.63826
0.245985;3.48167
6.01104;5.91957
2.98808;0.746897
3.47368;5.19208
1.67714;4.75035
1.90767;2.17078
3.94933;5.58837
2.40579;1.92633
6.69893;5.20214
1.45923;4.93032
2.78467;2.73258
4.67573;3.86041
6.27691;4.52055
4.93394;0.619942
0.742585;2.42331
1.58316;1.54251
3.11872;2.10796
6.5434;5.87813
6.80688;5.68674
3.55606;0.564717
6.78958;0.581328
1.68887;3.43183
3.44071;5.57603
1.24436;2.46053
6.3491;2.02689
1.33672;2.81959
4.07231;3.58689
6.85413;4.87773
4.46755;4.10682
1.36859;5.53093
6.40547;0.068875
1.44489;2.53843
2.97916;0.955172
6.37092;1.23697
0.868892;3.19855
6.36545;5.70545
-1.04242;1.42113
-1.60736;1.78974
-0.537374;0.045093
-0.707021;0.087863
-0.758615;2.39404
