mine_x;mine_y
1.40456;0.028876
0.510283;4.09578
3.41442;4.29031
4.80673;1.89695
3.18863;0.497275
2.27048;0.960302
0.604861;1.57576
5.34626;3.29208
4.1071;0.255241
1.6573;0.925144
4.44727;4.7951
5.88119;1.60119
5.53179;3.02699
0.897627;2.27643
0.40073;1.38758
1.31868;1.20657
2.81684;4.7399
2.91222;0.967857
0.204177;3.46449
0.981929;4.19714
2.86392;4.93521
0.477369;0.491126
4.09396;3.8733
0.016488;3.22959
0.186391;1.33466
4.73103;2.85774
3.28565;2.13385
0.995335;1.46779
5.79019;4.43414
1.53981;2.1042
