mine_x;mine_y
4.12421;0.652212
3.82602;2.90567
1.20887;1.47299
1.31842;4.10056
2.6039;0.169491
5.13153;3.77396
3.55433;3.69133
0.96991;3.63355
0.940807;0.347974
5.88106;0.568564
5.30044;2.90966
3.68174;1.67224
0.48157;4.02347
3.11078;4.47412
2.73968;0.120259
3.1395;1.22025
2.37047;3.86509
1.43444;1.85799
2.08726;3.17369
2.09788;3.34214
4.9688;2.37488
0.216476;0.989303
5.89498;0.870516
3.27657;3.29065
3.25753;1.0283
2.71323;0.731189
1.33795;3.33259
4.82733;2.76514
2.76618;4.32169
2.7803;0.527629
