mine_x;mine_y
1.28599;0.18082
3.99817;2.31296
3.34264;3.10765
0.990233;0.080854
4.32993;2.67798
3.25181;4.3373
5.51291;3.90577
5.14207;3.53059
2.72534;0.384187
0.510376;1.4701
3.43884;0.746284
1.82039;1.48981
5.59651;3.54563
3.64496;2.93018
0.778538;4.23977
5.90902;1.20363
0.126255;0.821221
4.4299;2.34281
1.30883;0.124639
3.26514;0.62488
2.85882;3.54004
2.80473;4.56834
0.212482;3.49599
3.01492;4.09047
3.76157;1.75826
4.65692;2.08975
1.27878;3.9802
2.75201;0.632635
1.44272;4.89899
1.27654;4.16276
