mine_x;mine_y
0.722526;4.24959
6.03055;5.0763
6.92809;4.07572
3.45077;5.97863
5.92212;5.57671
4.58261;3.21083
1.31258;2.4585
0.076904;4.37357
1.87666;0.515623
4.30141;2.35716
2.11447;3.86296
1.77256;1.94872
2.46697;0.250275
2.71134;0.754639
1.61578;0.310682
3.21733;5.06814
0.657942;2.88232
4.35238;4.61528
6.73649;2.26424
6.53508;1.15593
6.9804;5.50848
3.5591;2.54321
5.5485;2.50179
3.30683;3.24892
6.22279;1.64958
1.73373;4.9689
0.401706;4.94962
5.39658;3.17244
1.96849;3.07064
3.93657;1.66351
6.02532;3.61977
0.033198;5.42391
0.953339;2.18693
0.060558;3.69657
0.773229;0.612745
2.78151;4.23785
6.58742;4.9134
5.07841;5.01592
5.40444;5.64228
6.60913;2.24677
5.35652;4.86265
3.90788;3.37351
