mine_x;mine_y
0.616226;3.98935
3.23753;1.76732
5.06172;3.75206
3.88112;4.08242
5.84188;1.2497
0.486447;2.3877
5.49891;1.4726
6.57587;1.98029
2.75006;1.54758
5.6186;5.59803
0.854636;5.16151
1.18964;0.012075
1.27833;2.14481
4.20115;4.67188
1.74389;2.76684
0.047917;1.5999
1.58098;3.54984
6.56677;3.20063
2.33127;4.60228
5.13762;2.37992
1.72007;2.50644
4.20623;1.28555
1.21515;1.73767
4.54004;0.140594
6.61011;3.68258
4.69543;2.6711
0.871795;1.88665
6.45325;3.74011
1.44022;0.886306
5.03777;4.95736
5.77516;0.763272
5.50244;1.36158
0.996681;4.00007
1.64384;3.53967
5.28878;0.029839
0.239047;4.335
5.38271;1.72758
5.90831;0.377189
4.89837;1.69527
2.87115;0.406208
2.27435;0.005225
0.224963;1.53375
