mine_x;mine_y
2.91518;0.392034
3.90408;0.831848
5.74086;1.47144
4.55832;5.24775
0.653041;5.51571
5.32067;1.46644
3.51825;4.38199
1.2247;3.19233
5.47494;5.69038
1.79161;3.49368
4.56976;5.50254
0.43585;0.334168
4.24209;5.79999
2.84544;3.61235
0.843925;3.43435
0.538312;3.93601
6.00795;3.00167
1.8624;0.566694
4.9715;2.72932
0.683665;2.09195
4.19403;5.11738
0.409564;2.68635
0.209253;5.82191
6.09479;4.16816
2.42055;1.4944
6.77531;0.022073
5.28455;2.95967
6.04327;5.61415
4.60415;4.29525
5.15855;1.4868
3.91181;1.28604
3.21447;5.7949
4.01913;4.47057
6.3129;2.17367
0.072392;5.62752
2.33419;4.14895
3.79621;5.74682
4.86301;1.28747
3.55976;4.65285
2.36346;0.769439
2.19152;4.35774
5.92059;1.17775
