mine_x;mine_y
2.11655;3.3174
4.63919;0.690487
1.63688;2.09771
4.50446;1.22487
5.15615;3.03265
6.69274;2.67345
5.01289;1.15242
0.381775;2.11536
3.08053;0.955212
3.67806;0.963123
3.88975;4.84633
5.80496;5.54986
1.67881;3.71448
4.60429;1.40735
0.23358;2.52362
4.08686;0.097977
0.17524;1.78309
4.90966;4.20849
3.73173;4.75648
1.15089;0.747372
4.33419;0.956658
1.18964;0.75471
2.24345;3.21911
6.93082;5.68594
6.75689;5.80028
6.57301;1.41846
3.47434;0.976476
4.40489;5.33336
5.88234;4.49719
3.97665;4.2299
6.66978;3.56486
6.51712;0.927716
6.29067;3.73195
4.56729;3.46918
3.56937;1.14506
4.73162;1.85311
6.92523;1.81755
2.21844;0.572336
6.88097;1.93143
6.27521;2.25496
4.98899;5.98532
3.22845;1.97062
