mine_x;mine_y
1.43071;4.69659
5.93131;1.06063
3.41824;0.954878
4.38298;0.951362
4.47455;5.41421
1.14965;1.20348
6.15485;0.442263
4.23804;1.17207
2.71424;1.36762
5.28516;1.12119
5.82874;2.24692
5.51253;0.623348
0.027343;3.92067
2.61848;3.66585
5.62629;0.900186
3.42786;2.83922
6.31261;1.80219
1.72198;1.43251
6.33805;1.18848
6.05534;1.08479
6.06416;1.34151
6.9813;5.88913
5.7225;5.42438
0.846341;5.12198
0.566884;0.298708
3.08443;2.38944
3.13204;1.13384
3.25135;3.4039
6.58772;2.65547
4.18479;5.37218
0.752826;2.4244
6.94278;5.72012
3.8048;5.9795
0.188317;5.99378
0.253796;3.97541
3.68501;4.67351
1.85564;1.02802
1.06004;0.576108
6.41127;0.787773
1.09336;2.86336
5.81052;2.27244
2.39048;0.219887
