mine_x;mine_y
0.507896;1.01102
3.93902;5.43387
5.64666;2.02212
2.45918;5.91881
2.04149;4.66279
1.78346;3.32396
3.47716;3.42603
4.12028;3.60273
2.88846;4.12672
5.93744;1.1327
4.08064;4.73974
4.32333;2.86469
5.60369;1.78721
5.28435;4.24822
0.162045;1.45579
3.175;1.54111
5.70155;5.4706
6.54508;0.35689
3.99686;5.88448
1.12775;4.90139
1.72207;3.9758
6.59295;3.92737
4.77853;1.80569
3.18958;4.18246
0.166932;3.73018
1.29496;4.1812
5.72057;3.54318
4.41939;1.67845
0.429118;1.26658
5.03111;1.02442
1.96712;0.613758
2.52403;4.45461
4.52954;5.89672
4.00478;3.6169
5.33001;4.7402
3.60402;1.39812
2.00145;4.64175
4.17951;3.34986
5.22847;3.93446
6.21919;0.228254
2.23725;3.72987
1.82292;0.527541
