mine_x;mine_y
4.78673;3.90559
6.17834;4.98557
5.85345;1.81745
5.14511;0.64842
6.99427;5.77731
4.21878;5.25803
2.63865;5.136
4.32687;1.30075
3.50607;3.28199
4.46754;3.4548
3.62457;1.73576
1.67258;3.77207
1.02771;4.26874
1.71575;0.546355
2.25725;2.68425
3.01464;3.65632
1.77863;4.82137
5.49169;1.88496
3.97047;4.52639
1.72629;0.002644
4.67302;3.33083
1.1347;5.44206
2.84825;2.50985
5.73636;3.59336
6.71132;1.00177
6.58619;5.08022
0.832242;0.439963
6.02595;3.13837
6.83174;1.32572
1.60928;3.47744
6.95321;5.42075
6.72384;1.40152
3.39893;1.76054
2.70168;1.97005
4.48999;5.6867
4.05069;3.6789
1.37202;1.92001
4.76583;2.95675
6.4601;0.766447
6.11011;1.54787
5.95703;1.04799
2.88833;3.52279
