mine_x;mine_y
3.49591;3.50751
4.11478;1.2788
6.95854;3.97839
1.7513;5.60825
5.4485;4.30341
6.06649;1.40341
0.532553;0.24701
1.43784;0.107112
1.03361;4.26213
4.5409;5.96774
5.77169;3.70866
5.08097;5.35858
3.60773;4.45576
2.19942;4.00505
0.241554;5.37187
6.24466;5.53696
5.67082;3.91837
1.99351;5.1867
0.295645;5.74932
1.79266;4.76475
0.121147;4.66466
3.6895;5.34924
5.62311;5.22851
4.63367;4.22961
3.75696;1.17643
2.83866;4.27047
5.64925;2.29567
4.89989;1.23339
1.35676;1.86981
2.37662;1.37446
6.44141;4.39212
5.51046;2.0585
3.41132;2.39049
2.25848;4.21539
0.736827;0.075184
2.12473;2.72872
4.91031;5.17513
5.35001;2.39492
6.38764;4.80861
4.11918;2.81613
1.95958;5.79045
3.1298;3.05137
