mine_x;mine_y
3.71212;2.62156
3.74786;2.17577
3.63039;0.090938
2.42937;3.11351
3.85731;5.6455
4.91853;3.42017
3.83176;3.90839
1.29483;4.08122
1.99987;2.87304
4.99075;3.63264
2.40026;0.434926
4.8435;0.458058
1.95188;0.687495
1.31002;5.01734
3.97828;4.55338
0.242447;4.57649
0.88284;3.97768
0.182837;2.75327
2.95347;5.22996
6.26035;0.986244
1.5684;4.63245
3.82376;5.75486
5.0516;3.95343
3.27328;5.74863
1.61361;2.83068
5.979;4.37078
4.35968;2.11422
1.45339;0.350621
5.6023;3.46458
3.90114;2.46027
4.79241;3.59718
2.7533;2.89582
6.43108;1.21475
2.80925;4.61599
5.43852;3.19882
6.78497;2.7261
1.88522;3.63084
0.194345;5.98548
3.97787;5.67465
3.89734;4.19625
1.91029;1.40894
3.91594;1.54905
