mine_x;mine_y
5.57128;3.04519
5.95938;4.45231
5.82172;0.94639
4.08719;2.13713
4.36152;5.20822
4.17401;3.1961
0.662163;5.52406
1.359;3.72771
3.00977;2.14147
0.548859;1.27446
3.04243;1.4177
3.21535;2.02582
1.82767;3.25314
2.04619;3.24243
6.21927;4.54891
5.12762;5.76573
4.74134;2.21087
4.37439;1.88399
3.58772;0.719789
4.38527;0.883173
1.48116;4.86782
3.44614;5.20427
5.38141;4.67088
4.42606;4.69686
6.61294;0.063395
6.77842;3.75669
3.26633;4.84398
0.143392;3.07258
1.69271;5.53622
0.358496;3.24357
6.37928;1.55169
3.14055;4.69616
3.0889;0.559045
1.63618;1.80824
3.52036;4.28095
2.60181;3.32787
2.4817;2.22359
3.15814;1.8588
2.61368;1.34593
3.09859;0.402638
2.13097;3.31456
1.60886;5.00333
