mine_x;mine_y
4.92744;0.361233
1.87724;0.647779
6.34246;5.16675
6.26445;3.19898
2.75555;1.86302
6.30131;0.493561
0.658042;0.367455
3.05571;5.0208
6.91344;2.80986
2.42469;0.382845
4.6443;1.68968
0.556331;1.81905
3.24461;2.30589
3.78511;0.322167
1.61683;2.93704
5.61305;2.81063
3.16332;5.8719
4.82547;3.2211
3.36011;3.9196
2.94996;1.09321
3.94378;0.493306
2.4494;1.52629
1.71903;5.72419
4.06163;4.74725
2.6836;4.85393
5.57758;1.46525
5.00436;2.19184
4.96161;3.16219
4.74054;3.44492
3.37245;0.944555
0.158591;2.47225
1.05946;1.69655
0.495153;1.75938
4.3127;5.26089
4.52806;1.68563
2.81831;3.43921
5.44409;0.958537
1.70133;5.25789
2.78822;0.40793
3.95341;5.32811
5.31355;2.12064
1.15807;2.25964
