mine_x;mine_y
0.599372;1.87207
4.87342;4.76135
2.42431;4.47723
2.45976;3.32755
0.560587;0.99553
3.21171;4.57934
1.37697;3.97454
3.25446;5.9937
0.038201;0.856727
0.767457;2.3264
2.96113;2.28909
6.69335;3.16596
4.95086;0.169881
2.03073;1.38086
2.7924;5.36543
5.67551;0.406866
1.32419;3.21009
0.174298;1.8977
2.09793;0.460536
4.86095;3.03529
0.511096;2.47932
4.62191;2.5455
4.2674;0.809828
0.366584;3.4051
3.3602;5.24568
4.26011;0.999609
3.95344;3.87023
5.20917;3.05029
2.94713;4.05862
2.98211;4.2294
4.85595;4.50223
2.11323;4.45766
4.61743;5.3493
4.55252;2.48303
5.65824;5.5785
4.96422;1.02067
4.40372;5.24343
2.72201;4.6547
4.42753;3.54108
5.29435;1.40028
0.152283;2.77802
3.44343;1.37023
-1.28975;0.334392
-1.24297;2.16442
-1.35704;1.2443
-1.2804;1.83461
-0.127672;2.21854
