mine_x;mine_y
2.1437;1.89635
3.76071;0.74316
2.86519;4.1986
0.332666;5.51353
0.292943;3.18058
3.33256;3.24449
1.11058;5.30278
6.99525;5.17229
2.03416;3.9903
4.49777;0.244922
1.32354;1.77775
3.80838;2.13857
0.001987;0.313404
2.59701;5.70668
2.28254;0.156025
0.668382;3.10555
6.8315;0.928629
1.06861;4.95873
3.05114;0.498732
3.70331;1.96984
3.68277;5.76627
2.49291;3.25609
0.793609;2.99852
2.07568;3.55622
6.85243;3.01943
5.17253;3.75549
1.00157;1.90611
4.76696;0.224597
0.626463;4.71712
0.825342;2.30483
5.65399;5.31872
3.30999;4.10838
2.15134;2.2583
1.69816;5.48257
0.475591;3.54704
4.77618;4.40809
3.45887;2.62334
3.95984;2.15329
1.28003;5.1861
1.3013;4.26538
5.4013;4.08012
1.3359;1.45167
-1.21072;1.39649
-1.06603;2.20069
-1.82288;2.09617
-1.91788;0.635144
-1.48873;1.37664
