mine_x;mine_y
1.49669;3.78401
6.25671;3.61434
4.37888;2.2393
1.93844;3.97586
0.322709;4.66798
6.04954;0.328548
2.56095;1.35563
0.835184;2.69243
2.0815;5.57784
1.87789;1.09955
5.87676;0.240933
0.354942;2.63403
2.80177;1.93096
3.46278;5.17918
1.10127;4.58809
0.645281;4.38663
0.425093;3.93545
5.1331;3.97569
5.34175;3.658
6.31827;5.00823
1.72772;2.48914
0.343448;0.316458
4.76471;5.11714
5.23195;1.50341
5.07561;2.09158
4.58907;3.30387
4.7935;5.37543
2.15348;5.40431
2.30321;5.60149
4.4248;4.59087
4.89414;3.16876
6.28455;2.75424
2.49039;5.58334
5.6443;2.10024
1.71377;3.74785
0.299911;2.88679
2.0408;0.515644
5.67431;3.20838
0.825388;3.88654
2.09098;4.22783
2.68565;2.83671
0.976063;5.86627
-1.86782;1.02553
-1.74169;0.246369
-0.4711;2.27363
-1.52375;1.98293
-1.52394;2.08058
