mine_x;mine_y
2.09535;4.26626
2.94806;1.80457
0.636996;2.73988
3.412;4.75649
4.52252;1.20651
6.09068;0.76286
5.60386;3.11604
1.09927;2.17609
3.26124;3.35114
1.43786;4.43265
3.07999;2.81814
3.20873;2.55461
1.4501;4.08383
5.80749;5.90949
2.27829;4.24412
4.13719;4.04269
3.42299;3.1958
0.74648;5.84324
4.20749;2.51
1.17193;0.423617
0.222284;3.26298
0.643729;4.76339
4.87269;3.86314
1.51191;5.38271
5.26774;1.25301
2.9775;1.08017
6.92539;4.53351
3.4333;5.44077
2.03566;4.61275
0.191258;3.94391
2.83025;4.85369
4.29251;3.16297
3.72289;4.40434
3.31887;4.61354
6.70524;3.35696
3.90437;3.20601
2.97867;4.27609
5.43248;4.2906
1.84928;0.061049
6.80542;4.96457
5.412;3.25653
1.40297;0.551672
