mine_x;mine_y
0.651993;0.15964
1.47056;3.85175
0.1255;4.55133
1.19778;0.406158
6.16099;2.25956
2.87358;5.14088
4.85118;0.45357
1.66361;4.2949
6.33354;1.22578
3.63473;3.47446
6.65927;5.59505
2.28728;3.94327
0.598166;5.8844
5.70759;2.38028
4.92041;2.58448
6.54796;4.44947
1.17039;4.8267
2.00444;5.0605
0.915681;3.37155
6.02316;4.5737
4.7339;3.86728
4.86039;5.55347
3.73381;0.241631
3.53259;1.74178
4.958;4.64386
1.38108;3.63912
2.32592;4.76752
4.63702;2.63213
3.2319;4.02666
6.33316;2.36868
2.7569;2.42175
1.53141;0.91039
4.32848;2.7398
2.73054;3.56271
6.96977;5.75086
3.48469;1.94078
1.50945;5.6518
0.010531;2.24011
5.77871;1.53828
1.15642;3.72616
4.94991;5.90827
4.69061;5.22004
