mine_x;mine_y
4.37727;5.73023
0.395065;4.04681
3.99169;2.11441
3.72754;4.03227
0.707319;4.91951
2.77012;1.59631
2.00479;4.36038
2.24521;1.1579
6.82203;1.38381
5.72505;1.60818
5.57806;1.82591
1.48316;0.974819
1.56453;4.95257
1.51171;2.87312
4.4;1.23175
2.34022;0.122812
4.43246;5.15756
6.31762;1.11842
2.10966;2.25302
5.45584;4.61395
3.97959;3.34566
5.62265;0.52941
5.02578;2.98908
6.01791;4.66137
5.91481;0.502939
1.16009;4.50552
6.22255;5.37642
1.3121;1.04264
2.55729;1.15503
5.02496;3.68024
4.26724;5.11883
4.32796;5.46506
4.63534;4.84532
4.72156;4.30011
6.35548;2.45119
2.64412;1.58866
3.3494;5.79452
1.41041;0.64633
2.19496;5.95645
6.36248;1.98494
6.66515;4.63973
1.60866;0.523082
