mine_x;mine_y
6.4845;2.34017
4.39092;3.61816
2.5171;4.86232
2.78332;5.26567
3.20922;2.79832
1.10844;5.81895
0.25608;5.93214
5.60595;1.89575
3.90355;3.88693
4.84169;0.949624
5.23593;4.79513
3.52875;5.82798
4.60358;0.076509
4.33043;3.88016
4.93732;0.683237
2.75613;0.094001
3.25339;2.53959
6.7742;2.84302
0.714307;1.66974
4.6586;0.780992
0.536795;0.697971
1.91154;3.44314
6.16638;5.17814
2.77114;5.3019
5.55078;3.21058
3.7766;0.787285
2.08046;5.36863
5.56564;0.25049
3.92223;2.28306
0.359431;3.01261
0.598938;5.22158
1.03828;4.76953
4.94589;1.64512
0.56295;4.44151
0.373315;4.95664
6.72436;3.75583
0.876509;5.99228
2.43708;1.3953
5.74464;4.07391
1.05316;3.07894
3.73691;2.40519
4.35763;2.40022
