mine_x;mine_y
1.59884;0.61856
5.41997;0.362973
5.49136;2.82999
2.96985;0.555143
3.70467;5.50714
0.549725;5.46089
0.674151;0.704222
1.55913;1.53595
5.18091;4.27851
2.47891;0.863456
1.21416;4.29357
4.75698;1.66809
5.84964;1.03834
3.38233;4.17813
1.31527;4.90796
4.12516;3.96436
1.60936;4.24545
4.26553;2.80207
1.06598;2.88384
3.56223;0.678937
5.17002;5.97346
4.05595;5.89601
2.76616;2.77438
2.17274;3.57106
1.03203;3.72267
5.34646;4.51501
1.79347;3.71409
2.50364;5.08837
1.17522;5.93348
2.60351;4.20824
5.6007;5.8117
5.98541;1.78074
6.88543;0.653508
1.00588;1.20933
6.97835;5.547
5.43882;3.82768
6.30772;3.0741
6.70016;5.16165
4.49841;2.1854
5.84862;0.366046
0.673378;3.64466
1.50142;0.283478
