mine_x;mine_y
3.20726;3.40244
2.28428;2.97438
1.2705;1.41016
3.56168;1.95794
4.9382;2.88616
6.10635;1.08067
0.681516;0.263499
4.19407;1.93714
5.39309;5.33832
6.14966;0.722382
0.688173;1.21939
5.11433;3.35135
5.94005;5.69868
1.45416;1.78406
6.23628;3.49206
1.11121;3.97234
6.50125;4.6374
0.609859;2.93387
1.63483;0.836617
4.68639;4.9182
6.02458;0.628978
6.38451;5.60223
2.80975;3.98735
0.294685;2.32076
5.38347;2.52872
0.867657;4.54542
3.68896;2.23384
6.7241;0.518185
6.42359;4.33082
5.43649;2.0484
0.032203;5.43469
4.00627;5.63644
0.172538;4.36456
0.693057;0.94429
2.56355;4.78303
2.73745;2.52811
5.56148;0.220649
1.62975;3.45141
4.87165;3.36862
5.64815;5.59778
6.27411;3.23409
3.61128;5.28459
-0.58387;1.51683
-0.030524;1.57924
-1.4124;0.436963
-0.335161;0.674767
-1.60715;1.62118
