mine_x;mine_y
3.82626;0.28419
3.29801;5.14574
6.35107;4.9265
3.56644;1.56879
5.68141;4.6946
2.26753;4.02786
0.217506;1.43893
6.3416;0.11456
5.1173;3.81209
3.81862;3.76682
1.67821;0.952814
2.7516;4.96316
4.36664;2.23619
0.949462;5.10723
2.54096;3.62685
5.40597;4.30265
4.4426;5.9409
0.330824;4.88296
0.301754;1.66778
6.38711;2.81357
2.47135;2.99268
6.85591;3.04578
5.71007;4.46426
5.66328;3.62038
3.74279;1.59375
5.77975;3.85899
1.24908;3.09328
6.85008;2.00072
0.158946;0.562107
4.07558;3.47341
4.26596;3.02897
1.96324;2.30475
3.93155;1.75231
4.86139;5.37819
6.81572;0.360799
4.37482;0.32569
0.68353;0.955103
2.18551;5.29511
2.32751;4.95852
6.23163;4.06556
5.59815;3.5862
3.99879;0.512616
-0.935551;0.465482
-0.391459;0.135997
-0.550921;1.05419
-1.35758;0.262286
-1.68397;1.44295
