mine_x;mine_y
2.12039;2.45303
6.57335;5.10708
1.66944;1.48587
5.85593;0.105494
3.57162;0.647949
1.50198;4.9052
3.00538;4.66753
1.99274;1.23538
5.28189;4.8478
6.18093;3.82893
0.129748;0.59692
6.75953;0.919056
3.19222;4.92964
5.50583;0.532384
3.85425;4.48142
1.21798;1.39672
2.35443;0.28643
1.61397;5.6195
3.98893;5.84631
1.62121;4.07306
1.42876;3.50817
5.73344;5.51659
2.68107;5.50612
4.13924;5.74277
5.22202;5.04942
2.3655;0.429871
6.06279;0.93693
0.717584;0.925861
4.02823;3.47735
3.54025;3.26479
4.64351;0.777403
1.57797;4.63443
3.228;1.69403
2.51233;3.27334
4.85232;1.54558
2.21768;4.15917
5.90536;0.029973
2.80137;3.35108
2.72054;5.50303
3.50401;2.62728
0.458601;3.82218
5.7104;5.50802
-1.86557;0.425988
-1.67927;2.27785
-1.17392;0.512905
-0.186607;2.17344
-1.41589;0.498526
