mine_x;mine_y
0.378917;3.5075
3.73583;5.62021
0.384939;1.26845
6.33971;0.498519
6.51052;5.06212
5.57618;4.03149
6.13682;2.32953
4.29351;0.979181
1.05441;5.6157
2.82095;2.51849
3.36984;3.98457
2.13064;0.928936
3.96746;3.17837
2.66583;0.023252
3.74193;4.4921
1.75201;1.63105
3.28798;1.42073
2.23781;1.7094
4.84765;1.85765
1.58687;4.17455
3.04714;4.01058
0.834619;0.843894
1.55182;0.38764
3.5884;5.25335
2.38859;4.66045
6.24547;3.64863
2.81739;5.53436
6.96075;3.62932
6.87533;1.21125
2.52114;2.44951
4.58784;4.66884
2.11156;3.57801
6.30442;2.2839
4.86806;0.271265
3.77082;4.7456
3.14611;4.291
2.23804;4.24662
6.30349;3.12808
5.95745;4.30519
4.30162;2.30959
5.64373;1.81395
6.65062;0.222089
