mine_x;mine_y
0.016922;3.81913
3.54735;4.34704
1.54007;2.09181
6.7507;2.59568
2.17317;4.33249
1.64038;5.5876
5.26348;0.032047
2.57642;2.59766
4.39342;5.82615
3.20438;5.91496
3.90025;4.46892
1.67442;3.95674
0.666895;5.3293
0.474471;3.01884
2.00725;5.71535
3.09436;0.143144
6.02871;1.42151
2.12305;5.71062
1.7274;2.62717
2.4153;2.48225
4.86736;1.9724
4.46062;2.39306
2.33048;5.02378
4.28625;4.60334
5.51514;3.46888
6.10288;5.10751
5.01952;2.34705
3.38024;0.301287
0.77843;1.83396
6.52258;1.10436
2.91184;0.089606
0.712375;3.80107
2.2018;3.80851
6.66592;5.25355
3.03245;5.91589
5.71089;2.81344
6.41751;2.7645
5.48492;0.16173
2.58612;1.83259
3.42453;3.16802
5.62895;4.07643
2.37143;3.07838
