mine_x;mine_y
5.56629;0.377992
1.00768;1.38109
5.61842;1.41922
5.30939;3.01028
4.24944;1.97236
4.47603;3.88439
6.71815;3.09028
6.27954;2.11067
6.22342;2.7653
6.32409;0.700289
6.96569;4.15897
2.97769;1.05355
6.80899;0.283094
6.70423;4.99919
0.78882;4.3367
5.85266;4.27757
0.013341;0.668405
3.8229;5.50211
6.72287;2.8235
5.20817;5.03598
0.304445;2.93722
0.084486;2.49084
0.991292;0.987121
5.99821;0.35951
1.4307;3.73725
2.09063;4.3904
2.07668;3.7663
5.37959;0.228957
3.04452;3.49421
3.10284;2.44771
4.88968;1.25178
4.96357;2.91873
6.54237;0.211082
6.67983;0.306569
6.37877;5.462
0.97577;3.84283
6.04593;3.60387
4.85032;3.78524
1.19872;0.207337
2.71395;5.51508
5.01554;0.67817
4.35428;5.01909
