mine_x;mine_y
2.4493;2.48393
6.31712;0.762975
3.9302;3.16413
5.8323;5.46668
2.21208;3.21027
6.05719;5.66024
6.13499;0.96495
6.2884;4.16059
3.97353;0.109926
2.32796;0.735384
4.6364;1.73896
2.56229;0.459241
4.1982;1.73202
4.71029;2.72332
5.74301;3.01146
0.394414;4.21081
1.31227;2.78899
4.56154;5.41321
0.670023;1.13622
0.147224;4.73193
1.58412;4.63995
2.20253;0.213988
5.06068;4.04291
3.56866;5.37408
1.78371;5.16718
4.88406;4.965
0.780237;0.581509
6.52805;2.15015
0.365423;1.26247
2.25814;0.8367
0.74898;5.27031
0.401746;2.77361
2.42266;4.2066
3.2915;2.92139
2.01995;0.390047
2.42406;3.45723
1.60258;5.67762
6.18116;4.87078
2.7812;5.63906
4.26796;1.12704
3.06786;4.22724
6.00848;1.76988
