mine_x;mine_y
0.565986;0.701426
6.62248;0.862612
4.74758;0.37828
4.55705;4.40666
1.09361;0.704859
0.874512;3.61729
6.99755;5.6645
2.71339;4.55323
2.58646;4.79861
4.99986;0.530422
5.77769;2.43969
1.53844;5.92852
6.78712;3.07292
0.20252;3.4048
6.24966;1.05869
3.22674;4.51978
1.24838;3.82849
3.60413;0.892523
3.55155;1.89057
6.35433;4.88216
1.41813;5.663
2.41229;5.48834
4.40949;3.46151
1.69282;0.065566
0.505813;4.09869
4.18128;0.963001
0.227438;4.55291
5.81845;0.644727
3.222;1.0085
5.53232;4.37788
3.82257;4.57909
5.41189;0.075595
4.76143;5.3716
5.15343;3.52733
6.8616;3.97526
3.33378;3.66106
4.02294;1.23429
4.95915;0.362054
1.14804;0.12893
2.54287;1.15764
0.298322;3.63833
0.820738;5.75721
