mine_x;mine_y
6.63342;2.00685
0.734358;4.86325
2.27428;1.82254
0.980313;3.79563
0.833316;2.35313
6.81512;0.863721
3.38654;1.1678
6.04184;1.52541
0.507884;4.83547
1.43606;2.06601
4.15893;4.34216
6.45762;0.46369
6.99008;4.16578
0.292306;3.59246
6.59238;4.22786
0.066072;1.70347
6.4075;1.4282
3.53413;3.95294
4.62532;4.21906
5.84857;4.94681
6.00465;3.77408
1.23327;3.13973
4.71274;2.46658
3.15872;3.53753
5.83563;4.40141
4.79483;3.656
4.90416;2.74494
1.73757;5.2362
4.08819;5.16189
0.751332;2.78116
0.871352;1.59772
0.703691;0.733227
4.18497;0.848364
4.5784;3.93858
2.28894;3.93855
6.61505;4.39573
1.20831;1.4578
6.11458;4.36447
2.83104;0.806581
2.74776;1.14184
2.22891;2.57808
5.84714;4.04457
