mine_x;mine_y
4.59652;2.21276
4.89676;1.34255
0.998236;0.217704
1.07745;4.30094
3.92759;2.37193
1.18223;0.251113
1.86441;1.39129
1.19304;4.63123
4.32698;1.0587
1.75441;3.21701
3.45311;4.91362
3.13865;3.00029
0.908796;4.65805
1.57112;2.56936
3.97416;2.71455
5.19355;4.43281
2.7013;0.983917
1.66185;3.84129
1.56092;3.81712
3.83737;4.00866
2.48883;1.13748
2.02279;4.58942
3.06399;0.748795
0.776108;4.37961
3.10403;0.021464
2.41811;0.151609
0.622609;2.20892
5.99329;3.77106
3.78881;2.09256
4.38394;0.194291
