mine_x;mine_y
2.56679;4.56632
2.37618;4.37374
5.82474;0.456691
5.63686;1.60902
5.36373;1.35463
4.41921;1.93673
3.03649;1.08814
2.62754;1.26884
1.79175;4.36077
4.73325;1.0437
2.52258;3.61385
2.52827;4.71058
2.01255;2.2392
5.82008;4.09599
1.89234;3.60638
0.657813;0.178949
0.757339;0.557494
3.11076;2.12764
4.88524;1.23745
0.94145;3.31738
5.82327;0.828564
3.60356;1.02376
5.75289;4.03405
3.18502;0.349266
1.52906;1.03387
1.83375;0.652653
2.90983;0.829186
1.86807;1.29189
4.82299;1.38931
5.28057;1.77093
