mine_x;mine_y
0.958213;1.88038
4.23998;4.61261
1.76777;0.124023
0.807002;4.93675
1.97347;3.97123
2.32146;3.95355
2.15878;2.33495
4.03894;4.91428
0.589746;1.46186
0.896074;1.67817
2.12365;0.462478
1.68081;1.25249
1.37623;4.34387
5.0821;4.48292
2.54515;1.06396
5.84903;3.73258
3.52132;3.43624
3.6386;1.99242
4.52055;3.39218
1.68029;0.955725
4.00139;4.76617
5.44879;0.146683
5.81196;4.87077
0.182566;0.068381
2.90364;3.80429
2.97423;4.88009
3.99998;2.55056
1.50644;2.83557
5.57906;1.20042
4.34322;0.905871
