mine_x;mine_y
1.96355;0.585867
4.17159;2.20987
4.84314;3.10392
5.21077;1.60705
5.65963;2.57694
5.96137;1.18991
5.34275;0.892871
0.778565;4.21941
1.39148;3.13338
1.19475;3.20953
2.88409;1.29394
4.55642;2.25723
0.124915;4.51934
4.5765;4.00742
5.53935;3.27193
5.09299;1.25942
2.73431;1.87461
5.99085;1.68562
0.399305;1.98129
5.62567;4.01323
0.793615;2.33684
2.87431;2.11655
4.46028;2.23316
3.66545;0.043749
0.089973;0.174222
2.9697;3.57439
5.66149;3.57422
1.36031;1.89849
3.0073;1.23936
1.86509;0.982669
