mine_x;mine_y
0.402113;3.49572
0.23187;4.93147
2.39049;2.47621
0.720919;3.64277
0.836997;1.49815
4.60397;4.74201
3.54596;3.03265
0.6398;2.65536
3.42762;4.45267
1.10336;4.91166
1.95317;2.53231
0.872744;0.088588
1.37465;2.59925
1.02238;3.98906
5.21201;4.68662
1.69832;1.77801
5.48067;1.72698
3.27181;1.3283
4.43882;3.12397
3.41307;2.39015
2.23133;0.588463
3.16508;0.620258
4.46918;3.55024
1.18331;2.49448
4.95727;0.768672
5.1453;4.01715
0.423194;1.88888
0.992776;3.42285
0.261793;3.94902
0.626896;3.53527
