mine_x;mine_y
1.64523;2.61867
6.01378;5.49846
5.50946;5.33988
1.92486;1.14977
1.83146;5.34046
6.169;5.53894
1.19845;3.11638
1.62129;3.12675
0.542258;2.9757
6.31848;0.047996
1.84249;0.353518
2.28592;4.03964
3.67155;5.87885
0.744495;3.89637
3.4868;5.15266
5.37737;5.16502
1.38092;1.17347
0.461841;1.75852
1.23628;0.627148
5.48083;3.28566
3.01778;5.60468
1.29259;3.39079
1.68305;5.56792
0.029398;2.95736
5.35487;1.40478
2.46495;2.97917
6.49908;3.45945
3.91622;5.68232
6.89211;5.49927
0.34727;0.30081
3.42789;4.46803
4.15167;1.54349
4.57402;0.389968
1.32477;1.97822
4.14269;5.6101
4.54244;4.82006
2.66344;0.278929
1.17562;4.44846
1.51703;1.95598
2.16334;0.477932
2.77174;5.26692
4.32641;1.94691
